row,col,level,conductance,conductance_uS
14,35,6,0.206897,21.48
14,36,16,0.551724,55.62
14,37,6,0.206897,21.48
14,38,25,0.862069,86.34
14,39,27,0.931034,93.17
14,40,29,1.000000,100.00
14,41,9,0.310345,31.72
14,42,6,0.206897,21.48
14,43,14,0.482759,48.79
14,44,12,0.413793,41.97
14,45,2,0.068966,7.83
14,46,28,0.965517,96.59
14,47,6,0.206897,21.48
14,48,12,0.413793,41.97
14,49,29,1.000000,100.00
14,50,29,1.000000,100.00
14,51,3,0.103448,11.24
14,52,29,1.000000,100.00
14,53,6,0.206897,21.48
14,54,26,0.896552,89.76
14,55,27,0.931034,93.17
14,56,10,0.344828,35.14
14,57,18,0.620690,62.45
14,58,18,0.620690,62.45
14,59,13,0.448276,45.38
14,60,2,0.068966,7.83
14,61,9,0.310345,31.72
14,62,0,0.000000,1.00
14,63,4,0.137931,14.66
15,0,19,0.655172,65.86
15,1,21,0.724138,72.69
15,2,0,0.000000,1.00
15,3,10,0.344828,35.14
15,4,25,0.862069,86.34
15,5,9,0.310345,31.72
15,6,27,0.931034,93.17
15,7,23,0.793103,79.52
15,8,24,0.827586,82.93
15,9,7,0.241379,24.90
15,10,28,0.965517,96.59
15,11,10,0.344828,35.14
15,12,6,0.206897,21.48
15,13,7,0.241379,24.90
15,14,12,0.413793,41.97
15,15,28,0.965517,96.59
15,16,12,0.413793,41.97
15,17,13,0.448276,45.38
15,18,20,0.689655,69.28
15,19,25,0.862069,86.34
15,20,2,0.068966,7.83
15,21,5,0.172414,18.07
15,22,6,0.206897,21.48
15,23,18,0.620690,62.45
15,24,22,0.758621,76.10
15,25,25,0.862069,86.34
15,26,1,0.034483,4.41
15,27,15,0.517241,52.21
15,28,23,0.793103,79.52
15,29,23,0.793103,79.52
15,30,16,0.551724,55.62
15,31,9,0.310345,31.72
15,32,0,0.000000,1.00
15,33,10,0.344828,35.14
15,34,14,0.482759,48.79
15,35,1,0.034483,4.41
15,36,19,0.655172,65.86
15,37,6,0.206897,21.48
15,38,24,0.827586,82.93
15,39,3,0.103448,11.24
15,40,15,0.517241,52.21
15,41,15,0.517241,52.21
15,42,6,0.206897,21.48
15,43,28,0.965517,96.59
15,44,16,0.551724,55.62
15,45,16,0.551724,55.62
15,46,7,0.241379,24.90
15,47,27,0.931034,93.17
15,48,6,0.206897,21.48
15,49,28,0.965517,96.59
15,50,29,1.000000,100.00
15,51,7,0.241379,24.90
15,52,2,0.068966,7.83
15,53,26,0.896552,89.76
15,54,1,0.034483,4.41
15,55,9,0.310345,31.72
15,56,11,0.379310,38.55
15,57,11,0.379310,38.55
15,58,17,0.586207,59.03
15,59,21,0.724138,72.69
15,60,11,0.379310,38.55
15,61,0,0.000000,1.00
15,62,1,0.034483,4.41
15,63,26,0.896552,89.76
16,0,23,0.793103,79.52
16,1,28,0.965517,96.59
16,2,22,0.758621,76.10
16,3,26,0.896552,89.76
16,4,29,1.000000,100.00
16,5,17,0.586207,59.03
16,6,1,0.034483,4.41
16,7,1,0.034483,4.41
16,8,14,0.482759,48.79
16,9,25,0.862069,86.34
16,10,27,0.931034,93.17
16,11,24,0.827586,82.93
16,12,10,0.344828,35.14
16,13,18,0.620690,62.45
16,14,17,0.586207,59.03
16,15,23,0.793103,79.52
16,16,26,0.896552,89.76
16,17,25,0.862069,86.34
16,18,14,0.482759,48.79
16,19,0,0.000000,1.00
16,20,16,0.551724,55.62
16,21,10,0.344828,35.14
16,22,23,0.793103,79.52
16,23,28,0.965517,96.59
16,24,7,0.241379,24.90
16,25,12,0.413793,41.97
16,26,3,0.103448,11.24
16,27,7,0.241379,24.90
16,28,6,0.206897,21.48
16,29,14,0.482759,48.79
16,30,15,0.517241,52.21
16,31,10,0.344828,35.14
16,32,9,0.310345,31.72
16,33,2,0.068966,7.83
16,34,3,0.103448,11.24
16,35,29,1.000000,100.00
16,36,3,0.103448,11.24
16,37,0,0.000000,1.00
16,38,1,0.034483,4.41
16,39,19,0.655172,65.86
16,40,2,0.068966,7.83
16,41,28,0.965517,96.59
16,42,29,1.000000,100.00
16,43,22,0.758621,76.10
16,44,3,0.103448,11.24
16,45,3,0.103448,11.24
16,46,4,0.137931,14.66
16,47,6,0.206897,21.48
16,48,25,0.862069,86.34
16,49,4,0.137931,14.66
16,50,24,0.827586,82.93
16,51,19,0.655172,65.86
16,52,27,0.931034,93.17
16,53,2,0.068966,7.83
16,54,0,0.000000,1.00
16,55,20,0.689655,69.28
16,56,11,0.379310,38.55
16,57,22,0.758621,76.10
16,58,26,0.896552,89.76
16,59,2,0.068966,7.83
16,60,27,0.931034,93.17
16,61,22,0.758621,76.10
16,62,7,0.241379,24.90
16,63,1,0.034483,4.41
17,0,3,0.103448,11.24
17,1,2,0.068966,7.83
17,2,9,0.310345,31.72
17,3,25,0.862069,86.34
17,4,3,0.103448,11.24
17,5,9,0.310345,31.72
17,6,23,0.793103,79.52
17,7,25,0.862069,86.34
17,8,17,0.586207,59.03
17,9,22,0.758621,76.10
17,10,4,0.137931,14.66
17,11,5,0.172414,18.07
17,12,13,0.448276,45.38
17,13,14,0.482759,48.79
17,14,8,0.275862,28.31
17,15,10,0.344828,35.14
17,16,10,0.344828,35.14
17,17,18,0.620690,62.45
17,18,7,0.241379,24.90
17,19,14,0.482759,48.79
17,20,8,0.275862,28.31
17,21,12,0.413793,41.97
17,22,19,0.655172,65.86
17,23,6,0.206897,21.48
17,24,0,0.000000,1.00
17,25,12,0.413793,41.97
17,26,5,0.172414,18.07
17,27,12,0.413793,41.97
17,28,26,0.896552,89.76
17,29,19,0.655172,65.86
17,30,4,0.137931,14.66
17,31,7,0.241379,24.90
17,32,14,0.482759,48.79
17,33,11,0.379310,38.55
17,34,26,0.896552,89.76
17,35,5,0.172414,18.07
17,36,16,0.551724,55.62
17,37,13,0.448276,45.38
17,38,28,0.965517,96.59
17,39,0,0.000000,1.00
17,40,23,0.793103,79.52
17,41,4,0.137931,14.66
17,42,7,0.241379,24.90
17,43,15,0.517241,52.21
17,44,3,0.103448,11.24
17,45,1,0.034483,4.41
17,46,13,0.448276,45.38
17,47,3,0.103448,11.24
17,48,13,0.448276,45.38
17,49,15,0.517241,52.21
17,50,17,0.586207,59.03
17,51,23,0.793103,79.52
17,52,2,0.068966,7.83
17,53,29,1.000000,100.00
17,54,12,0.413793,41.97
17,55,24,0.827586,82.93
17,56,21,0.724138,72.69
17,57,9,0.310345,31.72
17,58,11,0.379310,38.55
17,59,12,0.413793,41.97
17,60,21,0.724138,72.69
17,61,25,0.862069,86.34
17,62,13,0.448276,45.38
17,63,14,0.482759,48.79
18,0,5,0.172414,18.07
18,1,6,0.206897,21.48
18,2,10,0.344828,35.14
18,3,23,0.793103,79.52
18,4,18,0.620690,62.45
18,5,8,0.275862,28.31
18,6,2,0.068966,7.83
18,7,10,0.344828,35.14
18,8,8,0.275862,28.31
18,9,23,0.793103,79.52
18,10,29,1.000000,100.00
18,11,25,0.862069,86.34
18,12,25,0.862069,86.34
18,13,27,0.931034,93.17
18,14,28,0.965517,96.59
18,15,24,0.827586,82.93
18,16,2,0.068966,7.83
18,17,6,0.206897,21.48
18,18,16,0.551724,55.62
18,19,5,0.172414,18.07
18,20,13,0.448276,45.38
18,21,7,0.241379,24.90
18,22,16,0.551724,55.62
18,23,5,0.172414,18.07
18,24,20,0.689655,69.28
18,25,28,0.965517,96.59
18,26,9,0.310345,31.72
18,27,0,0.000000,1.00
18,28,22,0.758621,76.10
18,29,1,0.034483,4.41
18,30,12,0.413793,41.97
18,31,9,0.310345,31.72
18,32,9,0.310345,31.72
18,33,23,0.793103,79.52
18,34,3,0.103448,11.24
18,35,19,0.655172,65.86
18,36,12,0.413793,41.97
18,37,29,1.000000,100.00
18,38,0,0.000000,1.00
18,39,1,0.034483,4.41
18,40,18,0.620690,62.45
18,41,3,0.103448,11.24
18,42,0,0.000000,1.00
18,43,20,0.689655,69.28
18,44,18,0.620690,62.45
18,45,4,0.137931,14.66
18,46,11,0.379310,38.55
18,47,8,0.275862,28.31
18,48,28,0.965517,96.59
18,49,27,0.931034,93.17
18,50,17,0.586207,59.03
18,51,11,0.379310,38.55
18,52,16,0.551724,55.62
18,53,16,0.551724,55.62
18,54,20,0.689655,69.28
18,55,25,0.862069,86.34
18,56,24,0.827586,82.93
18,57,12,0.413793,41.97
18,58,11,0.379310,38.55
18,59,8,0.275862,28.31
18,60,2,0.068966,7.83
18,61,3,0.103448,11.24
18,62,16,0.551724,55.62
18,63,7,0.241379,24.90
19,0,18,0.620690,62.45
19,1,29,1.000000,100.00
19,2,16,0.551724,55.62
19,3,10,0.344828,35.14
19,4,14,0.482759,48.79
19,5,8,0.275862,28.31
19,6,18,0.620690,62.45
19,7,17,0.586207,59.03
19,8,22,0.758621,76.10
19,9,27,0.931034,93.17
19,10,19,0.655172,65.86
19,11,29,1.000000,100.00
19,12,28,0.965517,96.59
19,13,15,0.517241,52.21
19,14,20,0.689655,69.28
19,15,19,0.655172,65.86
19,16,5,0.172414,18.07
19,17,21,0.724138,72.69
19,18,20,0.689655,69.28
19,19,12,0.413793,41.97
19,20,12,0.413793,41.97
19,21,26,0.896552,89.76
19,22,9,0.310345,31.72
19,23,28,0.965517,96.59
19,24,26,0.896552,89.76
19,25,15,0.517241,52.21
19,26,17,0.586207,59.03
19,27,2,0.068966,7.83
19,28,0,0.000000,1.00
19,29,18,0.620690,62.45
19,30,1,0.034483,4.41
19,31,23,0.793103,79.52
19,32,10,0.344828,35.14
19,33,5,0.172414,18.07
19,34,23,0.793103,79.52
19,35,28,0.965517,96.59
19,36,3,0.103448,11.24
19,37,15,0.517241,52.21
19,38,19,0.655172,65.86
19,39,11,0.379310,38.55
19,40,20,0.689655,69.28
19,41,12,0.413793,41.97
19,42,0,0.000000,1.00
19,43,16,0.551724,55.62
19,44,9,0.310345,31.72
19,45,8,0.275862,28.31
19,46,18,0.620690,62.45
19,47,28,0.965517,96.59
19,48,25,0.862069,86.34
19,49,23,0.793103,79.52
19,50,3,0.103448,11.24
19,51,5,0.172414,18.07
19,52,28,0.965517,96.59
19,53,24,0.827586,82.93
19,54,16,0.551724,55.62
19,55,18,0.620690,62.45
19,56,17,0.586207,59.03
19,57,21,0.724138,72.69
19,58,1,0.034483,4.41
19,59,4,0.137931,14.66
19,60,15,0.517241,52.21
19,61,19,0.655172,65.86
19,62,5,0.172414,18.07
19,63,1,0.034483,4.41
20,0,2,0.068966,7.83
20,1,19,0.655172,65.86
20,2,25,0.862069,86.34
20,3,15,0.517241,52.21
20,4,16,0.551724,55.62
20,5,12,0.413793,41.97
20,6,19,0.655172,65.86
20,7,24,0.827586,82.93
20,8,9,0.310345,31.72
20,9,16,0.551724,55.62
20,10,8,0.275862,28.31
20,11,17,0.586207,59.03
20,12,29,1.000000,100.00
20,13,13,0.448276,45.38
20,14,5,0.172414,18.07
20,15,11,0.379310,38.55
20,16,7,0.241379,24.90
20,17,6,0.206897,21.48
20,18,13,0.448276,45.38
20,19,12,0.413793,41.97
20,20,12,0.413793,41.97
20,21,10,0.344828,35.14
20,22,2,0.068966,7.83
20,23,22,0.758621,76.10
20,24,7,0.241379,24.90
20,25,1,0.034483,4.41
20,26,15,0.517241,52.21
20,27,5,0.172414,18.07
20,28,1,0.034483,4.41
20,29,16,0.551724,55.62
20,30,7,0.241379,24.90
20,31,28,0.965517,96.59
20,32,25,0.862069,86.34
20,33,29,1.000000,100.00
20,34,22,0.758621,76.10
20,35,8,0.275862,28.31
20,36,20,0.689655,69.28
20,37,11,0.379310,38.55
20,38,12,0.413793,41.97
20,39,21,0.724138,72.69
20,40,7,0.241379,24.90
20,41,1,0.034483,4.41
20,42,26,0.896552,89.76
20,43,10,0.344828,35.14
20,44,27,0.931034,93.17
20,45,17,0.586207,59.03
20,46,26,0.896552,89.76
20,47,18,0.620690,62.45
20,48,13,0.448276,45.38
20,49,26,0.896552,89.76
20,50,21,0.724138,72.69
20,51,28,0.965517,96.59
20,52,26,0.896552,89.76
20,53,9,0.310345,31.72
20,54,7,0.241379,24.90
20,55,25,0.862069,86.34
20,56,1,0.034483,4.41
20,57,16,0.551724,55.62
20,58,9,0.310345,31.72
20,59,2,0.068966,7.83
20,60,22,0.758621,76.10
20,61,20,0.689655,69.28
20,62,4,0.137931,14.66
20,63,13,0.448276,45.38
21,0,20,0.689655,69.28
21,1,21,0.724138,72.69
21,2,6,0.206897,21.48
21,3,25,0.862069,86.34
21,4,9,0.310345,31.72
21,5,19,0.655172,65.86
21,6,17,0.586207,59.03
21,7,15,0.517241,52.21
21,8,23,0.793103,79.52
21,9,22,0.758621,76.10
21,10,19,0.655172,65.86
21,11,15,0.517241,52.21
21,12,17,0.586207,59.03
21,13,9,0.310345,31.72
21,14,14,0.482759,48.79
21,15,12,0.413793,41.97
21,16,22,0.758621,76.10
21,17,12,0.413793,41.97
21,18,4,0.137931,14.66
21,19,1,0.034483,4.41
21,20,5,0.172414,18.07
21,21,20,0.689655,69.28
21,22,23,0.793103,79.52
21,23,16,0.551724,55.62
21,24,24,0.827586,82.93
21,25,13,0.448276,45.38
21,26,3,0.103448,11.24
21,27,14,0.482759,48.79
21,28,8,0.275862,28.31
21,29,8,0.275862,28.31
21,30,3,0.103448,11.24
21,31,15,0.517241,52.21
21,32,17,0.586207,59.03
21,33,10,0.344828,35.14
21,34,9,0.310345,31.72
21,35,5,0.172414,18.07
21,36,23,0.793103,79.52
21,37,9,0.310345,31.72
21,38,28,0.965517,96.59
21,39,0,0.000000,1.00
21,40,6,0.206897,21.48
21,41,12,0.413793,41.97
21,42,27,0.931034,93.17
21,43,7,0.241379,24.90
21,44,2,0.068966,7.83
21,45,14,0.482759,48.79
21,46,24,0.827586,82.93
21,47,29,1.000000,100.00
21,48,20,0.689655,69.28
21,49,21,0.724138,72.69
21,50,11,0.379310,38.55
21,51,18,0.620690,62.45
21,52,10,0.344828,35.14
21,53,26,0.896552,89.76
21,54,0,0.000000,1.00
21,55,22,0.758621,76.10
21,56,14,0.482759,48.79
21,57,16,0.551724,55.62
21,58,29,1.000000,100.00
21,59,1,0.034483,4.41
21,60,15,0.517241,52.21
21,61,24,0.827586,82.93
21,62,11,0.379310,38.55
21,63,15,0.517241,52.21
22,0,16,0.551724,55.62
22,1,17,0.586207,59.03
22,2,4,0.137931,14.66
22,3,18,0.620690,62.45
22,4,16,0.551724,55.62
22,5,14,0.482759,48.79
22,6,3,0.103448,11.24
22,7,1,0.034483,4.41
22,8,18,0.620690,62.45
22,9,3,0.103448,11.24
22,10,13,0.448276,45.38
22,11,2,0.068966,7.83
22,12,7,0.241379,24.90
22,13,14,0.482759,48.79
22,14,14,0.482759,48.79
22,15,24,0.827586,82.93
22,16,20,0.689655,69.28
22,17,4,0.137931,14.66
22,18,19,0.655172,65.86
22,19,28,0.965517,96.59
22,20,8,0.275862,28.31
22,21,10,0.344828,35.14
22,22,14,0.482759,48.79
22,23,7,0.241379,24.90
22,24,15,0.517241,52.21
22,25,28,0.965517,96.59
22,26,22,0.758621,76.10
22,27,14,0.482759,48.79
22,28,20,0.689655,69.28
22,29,3,0.103448,11.24
22,30,13,0.448276,45.38
22,31,13,0.448276,45.38
22,32,29,1.000000,100.00
22,33,9,0.310345,31.72
22,34,10,0.344828,35.14
22,35,27,0.931034,93.17
22,36,24,0.827586,82.93
22,37,16,0.551724,55.62
22,38,9,0.310345,31.72
22,39,15,0.517241,52.21
22,40,15,0.517241,52.21
22,41,9,0.310345,31.72
22,42,5,0.172414,18.07
22,43,14,0.482759,48.79
22,44,9,0.310345,31.72
22,45,12,0.413793,41.97
22,46,21,0.724138,72.69
22,47,15,0.517241,52.21
22,48,3,0.103448,11.24
22,49,4,0.137931,14.66
22,50,25,0.862069,86.34
22,51,13,0.448276,45.38
22,52,17,0.586207,59.03
22,53,23,0.793103,79.52
22,54,14,0.482759,48.79
22,55,17,0.586207,59.03
22,56,27,0.931034,93.17
22,57,23,0.793103,79.52
22,58,15,0.517241,52.21
22,59,12,0.413793,41.97
22,60,15,0.517241,52.21
22,61,29,1.000000,100.00
22,62,0,0.000000,1.00
22,63,7,0.241379,24.90
23,0,9,0.310345,31.72
23,1,13,0.448276,45.38
23,2,18,0.620690,62.45
23,3,8,0.275862,28.31
23,4,18,0.620690,62.45
23,5,3,0.103448,11.24
23,6,19,0.655172,65.86
23,7,20,0.689655,69.28
23,8,14,0.482759,48.79
23,9,7,0.241379,24.90
23,10,22,0.758621,76.10
23,11,22,0.758621,76.10
23,12,24,0.827586,82.93
23,13,28,0.965517,96.59
23,14,17,0.586207,59.03
23,15,24,0.827586,82.93
23,16,7,0.241379,24.90
23,17,21,0.724138,72.69
23,18,16,0.551724,55.62
23,19,18,0.620690,62.45
23,20,4,0.137931,14.66
23,21,27,0.931034,93.17
23,22,19,0.655172,65.86
23,23,9,0.310345,31.72
23,24,16,0.551724,55.62
23,25,0,0.000000,1.00
23,26,5,0.172414,18.07
23,27,7,0.241379,24.90
23,28,5,0.172414,18.07
23,29,10,0.344828,35.14
23,30,14,0.482759,48.79
23,31,26,0.896552,89.76
23,32,4,0.137931,14.66
23,33,17,0.586207,59.03
23,34,21,0.724138,72.69
23,35,9,0.310345,31.72
23,36,25,0.862069,86.34
23,37,15,0.517241,52.21
23,38,2,0.068966,7.83
23,39,3,0.103448,11.24
23,40,28,0.965517,96.59
23,41,8,0.275862,28.31
23,42,16,0.551724,55.62
23,43,8,0.275862,28.31
23,44,4,0.137931,14.66
23,45,20,0.689655,69.28
23,46,13,0.448276,45.38
23,47,5,0.172414,18.07
23,48,5,0.172414,18.07
23,49,18,0.620690,62.45
23,50,7,0.241379,24.90
23,51,5,0.172414,18.07
23,52,27,0.931034,93.17
23,53,22,0.758621,76.10
23,54,23,0.793103,79.52
23,55,16,0.551724,55.62
23,56,24,0.827586,82.93
23,57,27,0.931034,93.17
23,58,22,0.758621,76.10
23,59,7,0.241379,24.90
23,60,9,0.310345,31.72
23,61,18,0.620690,62.45
23,62,12,0.413793,41.97
23,63,18,0.620690,62.45
24,0,17,0.586207,59.03
24,1,3,0.103448,11.24
24,2,4,0.137931,14.66
24,3,29,1.000000,100.00
24,4,29,1.000000,100.00
24,5,0,0.000000,1.00
24,6,26,0.896552,89.76
24,7,19,0.655172,65.86
24,8,9,0.310345,31.72
24,9,16,0.551724,55.62
24,10,21,0.724138,72.69
24,11,14,0.482759,48.79
24,12,28,0.965517,96.59
24,13,29,1.000000,100.00
24,14,21,0.724138,72.69
24,15,21,0.724138,72.69
24,16,2,0.068966,7.83
24,17,7,0.241379,24.90
24,18,3,0.103448,11.24
24,19,26,0.896552,89.76
24,20,16,0.551724,55.62
24,21,13,0.448276,45.38
24,22,10,0.344828,35.14
24,23,22,0.758621,76.10
24,24,29,1.000000,100.00
24,25,17,0.586207,59.03
24,26,20,0.689655,69.28
24,27,21,0.724138,72.69
24,28,5,0.172414,18.07
24,29,20,0.689655,69.28
24,30,20,0.689655,69.28
24,31,20,0.689655,69.28
24,32,28,0.965517,96.59
24,33,7,0.241379,24.90
24,34,29,1.000000,100.00
24,35,23,0.793103,79.52
24,36,11,0.379310,38.55
24,37,6,0.206897,21.48
24,38,12,0.413793,41.97
24,39,6,0.206897,21.48
24,40,4,0.137931,14.66
24,41,14,0.482759,48.79
24,42,27,0.931034,93.17
24,43,3,0.103448,11.24
24,44,13,0.448276,45.38
24,45,17,0.586207,59.03
24,46,19,0.655172,65.86
24,47,8,0.275862,28.31
24,48,28,0.965517,96.59
24,49,5,0.172414,18.07
24,50,2,0.068966,7.83
24,51,25,0.862069,86.34
24,52,10,0.344828,35.14
24,53,0,0.000000,1.00
24,54,0,0.000000,1.00
24,55,17,0.586207,59.03
24,56,25,0.862069,86.34
24,57,0,0.000000,1.00
24,58,5,0.172414,18.07
24,59,4,0.137931,14.66
24,60,8,0.275862,28.31
24,61,14,0.482759,48.79
24,62,2,0.068966,7.83
24,63,19,0.655172,65.86
25,0,5,0.172414,18.07
25,1,27,0.931034,93.17
25,2,6,0.206897,21.48
25,3,14,0.482759,48.79
25,4,23,0.793103,79.52
25,5,27,0.931034,93.17
25,6,13,0.448276,45.38
25,7,15,0.517241,52.21
25,8,4,0.137931,14.66
25,9,18,0.620690,62.45
25,10,20,0.689655,69.28
25,11,2,0.068966,7.83
25,12,7,0.241379,24.90
25,13,21,0.724138,72.69
25,14,8,0.275862,28.31
25,15,8,0.275862,28.31
25,16,7,0.241379,24.90
25,17,7,0.241379,24.90
25,18,28,0.965517,96.59
25,19,6,0.206897,21.48
25,20,10,0.344828,35.14
25,21,0,0.000000,1.00
25,22,18,0.620690,62.45
25,23,2,0.068966,7.83
25,24,27,0.931034,93.17
25,25,21,0.724138,72.69
25,26,0,0.000000,1.00
25,27,8,0.275862,28.31
25,28,2,0.068966,7.83
25,29,14,0.482759,48.79
25,30,4,0.137931,14.66
25,31,26,0.896552,89.76
25,32,6,0.206897,21.48
25,33,17,0.586207,59.03
25,34,18,0.620690,62.45
25,35,11,0.379310,38.55
25,36,12,0.413793,41.97
25,37,3,0.103448,11.24
25,38,6,0.206897,21.48
25,39,14,0.482759,48.79
25,40,3,0.103448,11.24
25,41,6,0.206897,21.48
25,42,4,0.137931,14.66
25,43,8,0.275862,28.31
25,44,19,0.655172,65.86
25,45,17,0.586207,59.03
25,46,27,0.931034,93.17
25,47,0,0.000000,1.00
25,48,10,0.344828,35.14
25,49,17,0.586207,59.03
25,50,4,0.137931,14.66
25,51,12,0.413793,41.97
25,52,29,1.000000,100.00
25,53,21,0.724138,72.69
25,54,10,0.344828,35.14
25,55,24,0.827586,82.93
25,56,23,0.793103,79.52
25,57,6,0.206897,21.48
25,58,15,0.517241,52.21
25,59,28,0.965517,96.59
25,60,17,0.586207,59.03
25,61,14,0.482759,48.79
25,62,14,0.482759,48.79
25,63,16,0.551724,55.62
26,0,16,0.551724,55.62
26,1,0,0.000000,1.00
26,2,10,0.344828,35.14
26,3,18,0.620690,62.45
26,4,20,0.689655,69.28
26,5,15,0.517241,52.21
26,6,28,0.965517,96.59
26,7,20,0.689655,69.28
26,8,14,0.482759,48.79
26,9,24,0.827586,82.93
26,10,29,1.000000,100.00
26,11,29,1.000000,100.00
26,12,10,0.344828,35.14
26,13,5,0.172414,18.07
26,14,4,0.137931,14.66
26,15,18,0.620690,62.45
26,16,25,0.862069,86.34
26,17,12,0.413793,41.97
26,18,5,0.172414,18.07
26,19,7,0.241379,24.90
26,20,5,0.172414,18.07
26,21,15,0.517241,52.21
26,22,2,0.068966,7.83
26,23,28,0.965517,96.59
26,24,3,0.103448,11.24
26,25,28,0.965517,96.59
26,26,29,1.000000,100.00
26,27,6,0.206897,21.48
26,28,8,0.275862,28.31
26,29,25,0.862069,86.34
26,30,26,0.896552,89.76
26,31,8,0.275862,28.31
26,32,8,0.275862,28.31
26,33,4,0.137931,14.66
26,34,23,0.793103,79.52
26,35,16,0.551724,55.62
26,36,16,0.551724,55.62
26,37,10,0.344828,35.14
26,38,18,0.620690,62.45
26,39,6,0.206897,21.48
26,40,10,0.344828,35.14
26,41,13,0.448276,45.38
26,42,16,0.551724,55.62
26,43,9,0.310345,31.72
26,44,1,0.034483,4.41
26,45,19,0.655172,65.86
26,46,21,0.724138,72.69
26,47,12,0.413793,41.97
26,48,4,0.137931,14.66
26,49,8,0.275862,28.31
26,50,3,0.103448,11.24
26,51,10,0.344828,35.14
26,52,5,0.172414,18.07
26,53,28,0.965517,96.59
26,54,9,0.310345,31.72
26,55,3,0.103448,11.24
26,56,28,0.965517,96.59
26,57,19,0.655172,65.86
26,58,24,0.827586,82.93
26,59,18,0.620690,62.45
26,60,15,0.517241,52.21
26,61,24,0.827586,82.93
26,62,28,0.965517,96.59
26,63,10,0.344828,35.14
27,0,19,0.655172,65.86
27,1,29,1.000000,100.00
27,2,18,0.620690,62.45
27,3,29,1.000000,100.00
27,4,28,0.965517,96.59
27,5,14,0.482759,48.79
27,6,28,0.965517,96.59
27,7,15,0.517241,52.21
27,8,28,0.965517,96.59
27,9,6,0.206897,21.48
27,10,10,0.344828,35.14
27,11,22,0.758621,76.10
27,12,14,0.482759,48.79
27,13,0,0.000000,1.00
27,14,22,0.758621,76.10
27,15,29,1.000000,100.00
27,16,1,0.034483,4.41
27,17,4,0.137931,14.66
27,18,25,0.862069,86.34
27,19,14,0.482759,48.79
27,20,1,0.034483,4.41
27,21,23,0.793103,79.52
27,22,19,0.655172,65.86
27,23,14,0.482759,48.79
27,24,25,0.862069,86.34
27,25,14,0.482759,48.79
27,26,28,0.965517,96.59
27,27,25,0.862069,86.34
27,28,9,0.310345,31.72
27,29,12,0.413793,41.97
27,30,7,0.241379,24.90
27,31,13,0.448276,45.38
27,32,14,0.482759,48.79
27,33,24,0.827586,82.93
27,34,20,0.689655,69.28
27,35,11,0.379310,38.55
27,36,10,0.344828,35.14
27,37,6,0.206897,21.48
27,38,11,0.379310,38.55
27,39,4,0.137931,14.66
27,40,6,0.206897,21.48
27,41,11,0.379310,38.55
27,42,13,0.448276,45.38
27,43,8,0.275862,28.31
27,44,8,0.275862,28.31
27,45,23,0.793103,79.52
27,46,2,0.068966,7.83
27,47,20,0.689655,69.28
27,48,8,0.275862,28.31
27,49,10,0.344828,35.14
27,50,0,0.000000,1.00
27,51,23,0.793103,79.52
27,52,24,0.827586,82.93
27,53,5,0.172414,18.07
27,54,20,0.689655,69.28
27,55,6,0.206897,21.48
27,56,11,0.379310,38.55
27,57,15,0.517241,52.21
27,58,25,0.862069,86.34
27,59,6,0.206897,21.48
27,60,4,0.137931,14.66
27,61,22,0.758621,76.10
27,62,20,0.689655,69.28
27,63,12,0.413793,41.97
28,0,13,0.448276,45.38
28,1,7,0.241379,24.90
28,2,5,0.172414,18.07
28,3,29,1.000000,100.00
28,4,16,0.551724,55.62
28,5,25,0.862069,86.34
28,6,21,0.724138,72.69
28,7,24,0.827586,82.93
28,8,23,0.793103,79.52
28,9,10,0.344828,35.14
28,10,5,0.172414,18.07
28,11,1,0.034483,4.41
28,12,8,0.275862,28.31
28,13,17,0.586207,59.03
28,14,22,0.758621,76.10
28,15,17,0.586207,59.03
28,16,1,0.034483,4.41
28,17,28,0.965517,96.59
28,18,18,0.620690,62.45
28,19,11,0.379310,38.55
28,20,11,0.379310,38.55
28,21,2,0.068966,7.83
28,22,22,0.758621,76.10
28,23,22,0.758621,76.10
28,24,28,0.965517,96.59
28,25,2,0.068966,7.83
28,26,8,0.275862,28.31
28,27,15,0.517241,52.21
28,28,13,0.448276,45.38
28,29,16,0.551724,55.62
28,30,1,0.034483,4.41
28,31,23,0.793103,79.52
28,32,24,0.827586,82.93
28,33,9,0.310345,31.72
28,34,20,0.689655,69.28
28,35,10,0.344828,35.14
28,36,16,0.551724,55.62
28,37,23,0.793103,79.52
28,38,26,0.896552,89.76
28,39,8,0.275862,28.31
28,40,18,0.620690,62.45
28,41,15,0.517241,52.21
28,42,0,0.000000,1.00
28,43,29,1.000000,100.00
28,44,15,0.517241,52.21
28,45,0,0.000000,1.00
28,46,18,0.620690,62.45
28,47,15,0.517241,52.21
28,48,24,0.827586,82.93
28,49,9,0.310345,31.72
28,50,27,0.931034,93.17
28,51,20,0.689655,69.28
28,52,16,0.551724,55.62
28,53,26,0.896552,89.76
28,54,16,0.551724,55.62
28,55,1,0.034483,4.41
28,56,3,0.103448,11.24
28,57,10,0.344828,35.14
28,58,0,0.000000,1.00
28,59,26,0.896552,89.76
28,60,26,0.896552,89.76
28,61,21,0.724138,72.69
28,62,18,0.620690,62.45
28,63,24,0.827586,82.93
29,0,8,0.275862,28.31
29,1,20,0.689655,69.28
29,2,19,0.655172,65.86
29,3,10,0.344828,35.14
29,4,22,0.758621,76.10
29,5,29,1.000000,100.00
29,6,26,0.896552,89.76
